@relation dataset_training

@attribute 'isi pengaduan' string
@attribute 'instansi tujuan' {'Dinas Lingkungan Hidup Dan Kebersihan Kota Denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar','Dinas Perhubungan Kota Denpasar','PDAM Kota Denpasar'}

@data
'lampu lampu terang jalan jalan moh yamin viii lampu mati feb mohon baik','Dinas Perhubungan Kota Denpasar'
'mobil mogok parkir sembarang bulan tahun mohon pindah terima kasih lokasi jalan kerta husada','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan wilayah banjar mekar jaya pemogan denpasar selatan mati jalan mekar ii','Dinas Perhubungan Kota Denpasar'
'parkir liar posisi parkir tiga jalan ganggu bahaya guna jalan mohon tl','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pertulaka peguyangan kangin mati hari banjar tinju gang teratai gang ratna mohon kait menindaklanjuti','Dinas Perhubungan Kota Denpasar'
'mohon atensi dinas kait dishub kota denpasar tangan lampu terang jalan padam jalan sedap malam iii lingkung kebonkuri kelod kesiman dentim lampu terang jalan padam mohon atensi terima kasih made nadi','Dinas Perhubungan Kota Denpasar'
'nyoman ariana lapor lampu terang jalan lokasi jalan pucuk no mati mohon bantu hidup posisi the samata villa terima kasih perhati','Dinas Perhubungan Kota Denpasar'
'titik lampu lampu terang jalan mati minggu mohon atensi dishub kota denpasar baik rusa lampu terang jalan aman nyaman wilayah lokasi jalan sedap malam iii gang ratna lingkung banjar kebonkuri kelod kesiman terima kasih i made nadi kelod kesiman terima','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan sekartunjung induk mati mohon baik minggu','Dinas Perhubungan Kota Denpasar'
'tolong pasang traffic light simpang pura demak teuku umar barat kacau jam masuk pulang sekolah guna kendara teuku umar barat kertapura bahaya orang hirau atur ll pagi polisi orang kacau pasang traffic llight','Dinas Perhubungan Kota Denpasar'
'jalan gunung kerinci mobil parkir liar habis badan jalan jalur ganggu mohon survei tindak lanjut berani ambil gambar milik mobil area','Dinas Perhubungan Kota Denpasar'
'pagi jalan veteran patung catur muka kendara pelat bal parkir deret hotel bal tanda larang parkir','Dinas Perhubungan Kota Denpasar'
'dis hub tolong tindak truk truk kontainer parkir lingkung banjar umasari jalan kargo taman cargo sari desa ubung kaja ganggu lintas jalan kumuh lingkung bongkar muat barang buang sampah bekas bongkar sembarang mohon tindak','Dinas Perhubungan Kota Denpasar'
'dishub kodya denpasar rambu lintas patuh usul laku arah jalan pulau galang permanent arah timur barat jalan pulau galang jalan imam bonjol lampir foto mobil terobos rambu larang masuk pulau galang puluh mobil masuk pulau galang jam motor terobos lampu merah imam bonjol belok pulau galang usul arah permanen mohon tempat tugas sosialisasi','Dinas Perhubungan Kota Denpasar'
'lampu lintas tiga jalan raya pemogan kantor desa pemogan mati baik tindak kait langgar rambu lintas barat timur mobil solusi macet terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon jalan serma dirta jadi arah arah barat arah timur tanda pelang larang parkir macet','Dinas Perhubungan Kota Denpasar'
'barusan pekak ambil foto natour bal hotel mobil parkir tanda larang parkir akses difable mohon tindak','Dinas Perhubungan Kota Denpasar'
'terima kasih ucap dishub kota denpasar cepat atas keluh warga parkir liar lingkung info parkir liar jalan gunung kerinci lewat tindak kemarin letak persis jembatan jalan gunung kerinci tolong survei lapang','Dinas Perhubungan Kota Denpasar'
'mohon bantu ganti lampu lampu terang jalan mati alamat sd pecut jalan gunung abang perumnas denpasar','Dinas Perhubungan Kota Denpasar'
'rahajeng semeng semeton prodenpasar barusan pekak lewat jalan veteran bankmandiri natour bal hotel mobil parkir beliau beliau buta rambu lintas gabeng mohon tindak','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan padam jalan merta jaya denpasar kampus bple tiara course belah rumah no lokasi lampu terang jalan padam gang jalan merta jaya','Dinas Perhubungan Kota Denpasar'
'hormat layak jembatan jadi parkir kendara temu parkir motor mobil jembatan pasar badung mohon perhati dinas kait','Dinas Perhubungan Kota Denpasar'
'daerah jalan belimbing warga mobil garasi ganggu suka parkir sembarang rumah orang parkir pagi pagi halang rumah orang tolong tindak lanjut capek mobil rumah','Dinas Perhubungan Kota Denpasar'
'terminal kargo pindah parkir truk kiri kanan jalan mobil pribadi susah lewar jalan jalur jalur truk truk penuh jalan fujiyama','Dinas Perhubungan Kota Denpasar'
'tutup jalan arah selatan sopiori akibat kemudi mobil arah tukad batanta imam bonjol jalan dam tukad badung mobil larang arah timur arah barat mobil jalan muat mobil papas alhasil macet perhati tutup jalan plang upacara adat ogoh ogoh pajang mohon dishub atur lintas biar plang tugas jaga simpang mobil barat','Dinas Perhubungan Kota Denpasar'
'jalur jalan danau rat minggu tutup pemberitahuan tutup jalan koordinasi dishub solusi mohon informasi sebab tutup jalan','Dinas Perhubungan Kota Denpasar'
'mohon aparat tindak bongkar muat serta parkir truk jalan himalaya fujiyama mohon fasilitas jalan warga','Dinas Perhubungan Kota Denpasar'
'mohon bantu tindak lanjut nik tyang kerah calang sopir bus nik guide cina janji pinggir jalan lokasi timur asrama tni al set','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau adi teuku umar mati minggu tolong kait tindak lanjut makasih','Dinas Perhubungan Kota Denpasar'
'wajar malam bising giat parkir truk jalan sungguh pandang aneh wilayah rumah wajar mohon tindak lanjut segi ijin lihat angkut motor bodong terima kasih sekian selamat siang lokasi jalan lc gatsu barat','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam jalan nangka gang belibis no','Dinas Perhubungan Kota Denpasar'
'mohon bantu ada cermin cembung pion tikung jalan sekar sari kesiman kertalangu denpasar timur jadi celaka tikung gang kapit yeh rumah no ucap terima kasih bantu moga cepat kabul mohon','Dinas Perhubungan Kota Denpasar'
'jalan pulau adi induk deret mati jalan pulau adi rumah no jalan pulau adi no ab pulau adi rumah no jalan pulau adi empat jalan pojok pulau adi enam rumah no jalan pulau adi delapan tepat jalan masuk jalan pulau ayu tepat gardu listik pulau rumah no jalan pulau sayang rumah no mohon ditindaklanjuti','Dinas Perhubungan Kota Denpasar'
'om swastiastu informasi lampu traffic light jalan sokasati padam tepat lampu hijau','Dinas Perhubungan Kota Denpasar'
'lapor lampu terang jalan jalan surapati gang nyala mohon perhati tindak lanjut tiang nyoman suwija','Dinas Perhubungan Kota Denpasar'
'daerah teuku umar denpasar barat putar jalan pulau adi jalan pulau sayang lampu terang jalan padam titik','Dinas Perhubungan Kota Denpasar'
'daerah jalan akasia tanjung bungkak sumerta dentim akasia iv warga mobil garasi ganggu suka parkir sembarang parkir pagi pagi halang rumah orang tolong tindak lanjut','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau adi banjar bumi werdhi minggu mati x adu via telepon tindak','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati rumah padang griya lurah padangsambian denpasar barat','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan pulau sayang rumah no jalan pulau adi rumah no jalan pulau adi rumah no jalan pulau belah rumah no a mohon bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'min bank swasta ujung jalan veteran utara catur muka mobil mobil parkir','Dinas Perhubungan Kota Denpasar'
'jalan intan lc ii pasang rambu stop arah utara selatan gang belibis stop arah timur barat orang langgar mohon tambah rambu larang belok kiri jalan intan lc ii gang belibis rambu stop gang belibis rancu seringkali mobil adu jangkrik gang kendara langgar alas rambu larang belok kiri mohon bantu dinas instansi kait terima kasih','Dinas Perhubungan Kota Denpasar'
'baik pln tanggal maret lampu terang jalan jalan kembarsari tegalwangi ii set mati nyala mohon bantu nyala','Dinas Perhubungan Kota Denpasar'
'mobil parkir liar jalan by pass ngurah rai pass tiga lampu merah taman griya ganggu kendara motor mobil mobil parkir belah kiri arah mc donal pas pom bensin mohon dishub tindak lanjut','Dinas Perhubungan Kota Denpasar'
'om swastiastu adu traffic light sokasati padam dinas hubung tindak fungsi lewat jalan sokasati traffic light warna hijau kuning padam','Dinas Perhubungan Kota Denpasar'
'mohon pln ecek terang jalan spbu antasura kali loncat api hujan terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan lapor jalan surapati gang tindak minggu semenjak lapor mohon tindak buat bantu lampu terang jalan hidup om santih santih santih om','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan lapor jalan surapati gang tindak minggu semenjak lapor mohon tindak buat bantu lampu terang jalan hidup om santih santih santih om','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam padam minggu jalan bukit sari padangsambian','Dinas Perhubungan Kota Denpasar'
'usul jalan wibisana barat bikin arah truk engkel masuk bikin macet tikung sikap serius mobil masuk jalan ngebut','Dinas Perhubungan Kota Denpasar'
'tolong kait ecek lampu terang jalan belah utara pasar padangsambian mati bulan tepat jalan utama pasar padang sambi utara gelap gulita','Dinas Perhubungan Kota Denpasar'
'mohon bantu terus dinas kait dishub dinas lalulintas jalan teuku umar timur level xxi mall barat tertib parkir sembarang pagi siang sore malam kantor toko teuku umar ingat milik kendara parkir sembangan omel informasi turun lapang dinas kait','Dinas Perhubungan Kota Denpasar'
'selamat siang lapor salah lampu terang jalan rumah swamandala jalan kebo iwa utara banjar robok desa padangsambian kaja kec denbar tepat ujung gang masuk swamandala i bulan mati mohon bantu baik posisi lampu terang jalan tikung jalan tanjak rawan mohon bantu tindak ucap terima kasih','Dinas Perhubungan Kota Denpasar'
'dinas kerja lapor jalan drupadi xii denpasar timur lampu jalan mati gelap jam malam jambret jalan lampu jalan baik bahaya warga warga pulang malam mohon baik terima kasih','Dinas Perhubungan Kota Denpasar'
'om swastiastu lampu terang jalan empat gunung catur karang sari lapor no telepon tindak om shanti shanti shanti om','Dinas Perhubungan Kota Denpasar'
'dishub kota denpasar tunggu tindak kait adu lampu terang jalan mati bulan mohon bantu tindak lanjut lampu terang jalan mati rumah swamandala banjar robok desa padangsambian kaja denbar lampu terang jalan gang masuk swamandala i lampu terang jalan tikung jalan jalan tanjak tunggu tindak','Dinas Perhubungan Kota Denpasar'
'kabel lampu terang jalan lampu terang jalan kabel telepon telkom ground clearance rendah bahaya alamat jalan mayangsari no belah barat lapang sidakarya nb sistem izin upload foto gallery coba upload file kamera otomatis nyala gallery foto tampil lokasi peta sistem web pin lokasi tunjuk','Dinas Perhubungan Kota Denpasar'
'mohon daerah gatot subroto simpang ubung batas jalur barat orang ambil jalur orang arah lawan macet daerah marka lurus terima kasih','Dinas Perhubungan Kota Denpasar'
'dinas hubung kait keluh lampu terang jalan warung subak peguyangan jalan astasura no padam mohon ditindaklanjuti terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan tirta ning hotel the alantara lampu terang jalan mati','Dinas Perhubungan Kota Denpasar'
'perintah kota denpasar om swastiastu kali lapor nyala lampu lampu terang jalan empat jalan gunung catur karang sari denpasar telepon respons sebab mati lampu terang jalan bakar moga email tindak nyata terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon bantu hidup lampu jalan nyala jalan nuri i iv','Dinas Perhubungan Kota Denpasar'
'selamat malam info lampu terang jalan jalan pulau biak i denpasar padam kemarin mohon ditindaklanjuti','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam kantor asia link holidays jalan by pass ngurah rai no sanur mohon atensi daerah rawan lakalantas','Dinas Perhubungan Kota Denpasar'
'dinas hubung adu lampu terang jalan warung subak peguyangan jalan astasura no padam mohon bantu baik terima kasih','Dinas Perhubungan Kota Denpasar'
'kad hubung kota denpasar lampu lampu terang jalan jalan siul nagasari ida bagus japa lampu redup mati mohon bantu dinas kait bantu tambah lampu lampu terang jalan pura pole posisi bahaya sembahyang tikung jalan rumah pribadi akibat celaka','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan ken umang gang ii','Dinas Perhubungan Kota Denpasar'
'tolong perhati dinas kait lampu terang jalan belah barat jalan gunung kapur i mati minggu','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan pulau adi mohon bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan gn selamet perumnas mati tiang terima kasih perhati','Dinas Perhubungan Kota Denpasar'
'mohon bantu baik buah lampu terang jalan padam bulan lokasi jalan mohammad yamin viii sungai arah timur','Dinas Perhubungan Kota Denpasar'
'lapor lampu terang jalan rumah padam jalan kebo iwa selatan no lapor lampu terang jalan rumah padam tindak ya','Dinas Perhubungan Kota Denpasar'
'tuju taxi online tuju taxi online pelat nomor polisi bal dishub tegur aplikasi grab gocar operasi pakai pelat bal kali taxi online pakai pelat bal','Dinas Perhubungan Kota Denpasar'
'mohon bantu lampu jalan nuri i iv nyala nyala','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan gemitir kesiman kertalangu padam bahaya guna jalan','Dinas Perhubungan Kota Denpasar'
'ijin lapor lampu terang jalan jalan patih nambi xviii dusun permata anyar desa ubung kaja kondisi mati mohon bantu kerja instansi kait menindaklanjutinya terima kasih perhati kerja sama','Dinas Perhubungan Kota Denpasar'
'minggu lampu terang jalan buluh indah mati tepat circle k mohon hidup lakalantas','Dinas Perhubungan Kota Denpasar'
'informasi titik lampu terang jalan mati wilayah banjar bhuana merta desa tegal harum camat denpasar barat tepat titik jalan gunung batok viii no titik jalan gunung batok raya rumah gunung batok v no mohon ditindaklanjuti kait mati lampu wilayah akibat jalan gelap hindar negatif timbul akibat gelap suasana lingkung terima kasih perhati ucap terima kasih om santi santi santi om','Dinas Perhubungan Kota Denpasar'
'oknum undiknas lawan arus mohon tertib ingat sanksi contoh terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan sidakarya no mati lampu ganti warna putih cool day light warna kuning warm white lampu terang jalan mati mohon kait menindaklanjuti file upload web hp aplikasi pro denpasar','Dinas Perhubungan Kota Denpasar'
'mohon bantu kait fasilitas terang lingkung rumah banjar kertha lestari sidekarya denpasar selatan titik lampu mati hidup','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau ayu x lampu no barat no gapura gang mati lampu terang jalan jalan pulau ayu x lampu no barat no gapura gang mati lampu terang jalan jalan pulau belah rumah no a mati adu tindak lanjut lampu terang jalan jalan pulau adi v tepat empat gang mati lampu terang jalan jalan pulau adi v mati tepat tiga gang kartika lampu terang jalan jalan pulau sayang rumah no mati titik lampu terang jalan mati lingkung bumi werdhi desa dauh puri kauh denbar mohon bantu tindak lanjut titik titik lampu padam rawan','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau ayu x lampu no barat no gapura gang mati lampu terang jalan jalan pulau ayu x lampu no barat no gapura gang mati lampu terang jalan jalan pulau belah rumah no a mati adu tindak lanjut lampu terang jalan jalan pulau adi v tepat empat gang mati lampu terang jalan jalan pulau adi v mati tepat tiga gang kartika lampu terang jalan jalan pulau sayang rumah no mati titik lampu terang jalan mati lingkung bumi werdhi desa dauh puri kauh denbar mohon bantu tindak lanjut titik titik lampu padam rawan','Dinas Perhubungan Kota Denpasar'
'mohon sarbagita rute gwk kota jam malam masyarakat mahasiswa sulit sarba gwk jam siang','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau ayu x lampu nomor barat no gapura gang padam lampu terang jalan jalan pulau adi v padam mohon bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'tangan lampu terang jalan jalan batas dukuh sari gang dalam banjar lingkung dukuh sari kel set lampu terang jalan mati mohon ganti terima kasih','Dinas Perhubungan Kota Denpasar'
'ganggu butuh benah tinggal jalan satelitte lintas jalan p nias lihat tindak tugas gembok ban dsb guna jalan parkir kendara jalan nias jalan jalan darurat rs sang sayang tjadi macet akibat parkir bahu jalan buat bollard permanen semi permanen batu bola jenis parkir bahu jalan','Dinas Perhubungan Kota Denpasar'
'jalan sudirman denpasar sekolah santo yoseph parkir jam sekolah pikir jemput murid tunggu anak kerabat pulang sekolah parkir kendara jalan sudirman akibat sisa ruang jalan mobil macet ulah egois orang tua parkir kendara jalan','Dinas Perhubungan Kota Denpasar'
'kondisi lampu terang jalan jalan nuansa hijau timur dusun tegal kor kaja desa ubung kaja kondisi mati mohon bantu instansi kait menindaklanjutinya perhati kerja sama ucap terima kasih','Dinas Perhubungan Kota Denpasar'
'lapor lampu lampu terang jalan padam lokasi rumah jalan tunjung sari gang nuri no padas kaja mohon perhati kait terima kasih','Dinas Perhubungan Kota Denpasar'
'selamat pagi mohon cek jalan kartini parkir motor semrawut makan badan jalan macet ganggu parkir tutup jalan masuk toko ganggu tugas parkir gubris tata parkir terima duit mohon jelas parkir jalan kartini boleh makan badan jalan tolong tata parkir kondisi parah ganggu terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu trafic light serang mati arah timur','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan mati jalan nyeri iii no gatot subroto timur','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau ayu x rumah no padam lampu terang jalan jalan pulau sayang belah rumah no padam lampu terang jalan jalan pulau adi rumah no padam lingkung bumi werdhi desa dauh puri kauh denbar mohon bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati semenjak minggu lokasi jalan gunung agung gang ii','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam jalan set perum dukuh sari permai lampu terang jalan padam','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan jalan padang kartika rumah padang kartika padang sambi kelod dominan mati maaf gambar malam','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau a lampu barat timur padam lampu lingkung bumi werdhi desa dauh puri kauh denbar mohon tindak lanjut no hp','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pulau ayu x rumah no lampu no gapura jalan padam lingkung bumi werdhi desa dauh puri kauh mohon tindak lanjut','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam sd kesiman jalan bakung sari','Dinas Perhubungan Kota Denpasar'
'mohon tindak lanjut kait masalah lampu terang jalan hidup mati minggu hubung telepon tanggap alamat lampu terang jalan hidup mati jalan bedahulu no gatsu','Dinas Perhubungan Kota Denpasar'
'lampu jalan rumah mati minggu lapor email','Dinas Perhubungan Kota Denpasar'
'rumah tetangga parkir sembarang mobil satu parkir garasi mobil rumah susah masuk mobil jalan nuansa kor mohon bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'mohon informasi nomor frekuensi dinas hubung kota denpasar informasi','Dinas Perhubungan Kota Denpasar'
'kepala dinas hubung kota denpasar lapor parkir liar persis kantor tepat jalan suli no blok b mobil pelat nomor foto lampir parkir jumat tanggal juni pindah milik mohon bantu dinas hubung derek mobil masuk parkir kantor mobil bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan jayagiri xvii titik mati mohon ganti baik terima kasih','Dinas Perhubungan Kota Denpasar'
'atur perintah republik indonesia nomor pasal menteri tetap kelas jalan pasal ayat dengar dapat bina jalan pasal tetap kelas jalan pasal ruas ruas jalan umum berita negara muat buku jalan terbit menteri disebarluaskan masyarakat tetap kelas jalan ruas ruas jalan ayat wajib nyata rambu rambu atur menteri hubung republik indonesia nomor pm pasal atur menteri marka jalan tanda muka jalan muka jalan liput alat tanda bentuk garis bujur garis lintang garis serong lambang fungsi arah arus lintas batas daerah penting lintas putra umur senang sepeda pagi jalan bhuana permata hijau camat denpasar barat tembus jalan mahendradata jalan ber kelas jalan bagus jalan garis putih ya usul saran tentu kelas jalan sedia marka jalan padan jalan atur pakai jalan lokasi jalan bhuana permata hijau camat denpasar barat tembus menteri hubung ri kepala dinas lindung anak kota denpasar','Dinas Perhubungan Kota Denpasar'
'lapor lampu terang jalan mati minggu jalan gn indriakila no monang maning mohon baik terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon dinas kait tinjau marka zoss letak jalan ahmad yani utara banjar batur peguyangan tepat smk bal dewata lewat kendara muat berat warung rumah getar kena gempa','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan lokasi jalan p moyo i no x denpasar gerbang darma wiweka dung mati mohon kait bantu tindak lanjut','Dinas Perhubungan Kota Denpasar'
'selamat pagi dinas kait mohon tindak lampu terang jalan jalan moh yamin x lampu padam mohon tindak lampu hidup jalan gelap terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan ujung jalan gatot subrotoi i ix padam lokasi instansi perintah bawaslu rawan dekat hajat pilkada','Dinas Perhubungan Kota Denpasar'
'lampu terang pojok selatan barat lapang puput mati mohon atensi terima kasih','Dinas Perhubungan Kota Denpasar'
'lapor lampu terang jalan jalan tegalwangi gang kembarsari mohon baik','Dinas Perhubungan Kota Denpasar'
'tugas dinas hubung kempis ban mobil atur langgar lintas undang undang lintas angkut jalan uu no undang undang atur kempis ban mobil tindak tindak hukum langgar parkir dasar hukum manusiawi langgar surat tilang langgar lanjut aktivitas barang milik mobil rusak kempis kadang jalan larang parkir daerah ramai kendara parkir larang parkir larang parkir elegan hormat tindak langgar surat tilang urus makan materi denda jera sesuai undang undang kempis ban jalan tugas dinas hubung tinjau mekanisme hukum nama tilang rusak properti orang langgar hukum','Dinas Perhubungan Kota Denpasar'
'mohon hidup lampu terang jalan jalan gunung kalimutu gang iv area gelap terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon bantu lampu terang btn permai jalan cekomaria desa peguyangan kangin denpasar utara mati terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam bulan baik alamat jalan surapati gang denpasar','Dinas Perhubungan Kota Denpasar'
'mohon tertib mobil parkir inap jalan himalaya pecut kaja parkir truk mobil ganggu jalan','Dinas Perhubungan Kota Denpasar'
'mohon ubah timer lampu terang jalan jalan nakula jalan bisma jalan abimanyu lampu hidup jam sore ada terang mati jam pagi ada gelap kondisi celaka terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu jalan danau buyan i mati minggu','Dinas Perhubungan Kota Denpasar'
'tolong ditindaklanjuti parkir jalan ahmad yani selatan no a karna parkir toko','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan daerah sedap malam fungsi','Dinas Perhubungan Kota Denpasar'
'mohon atensi kabel lampu terang jalan lintas pura prajepati dalem kayangan badung desa kram denpasar putus akibat sandung bus wisatawan putar kendara tangan akibat lampu terang jalan jalan gunung batukaru pura dalem kayangan badung mati mohon atensi kabel gulung sisi tembok sengker pura prajepati sekian terima kasih moga kabel putus bahaya pejal kaki masyarakat lintas','Dinas Perhubungan Kota Denpasar'
'tolong tindak lanjut parkir liar inap jalan ahmad yani selatan no kantor kepala dusun wanasari karna parkir hari','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati bulan lokasi rumah puri buana jalan buana raya rumah dokter surya dharma no b','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan raya puput iii denpasar mati minggu','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan jalan seruni mati','Dinas Perhubungan Kota Denpasar'
'dinas hubung kota denpasar baik lampu traffic light denpasar kondisi lampu traffic light fungsi terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan jaya giri xvii mati titik titik ujung jalan ganti baik mohon atensi ditindaklanjuti terima kasih perhati tanggap respons cepat','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan jaya giri xvii mati titik titik ujung jalan ganti baik mohon atensi ditindaklanjuti terima kasih perhati tanggap respons cepat','Dinas Perhubungan Kota Denpasar'
'jalan fujiyama parkir truk truk bongkar muat x lapor dishub sing mecaling cuk oknum oknum desa','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan gatot subroto i xii mati mohon baik gelap jadi rawan terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon bantu tindak lanjut lampu terang jalan jalan pulau ayu x rumah no lingkung bumi werdhi desa dauh puri kauh denbar bulan padam kondisi gelap rawan negatif','Dinas Perhubungan Kota Denpasar'
'minggu ada cfd minggu taman kota gedung parkir sewaka dharma selat sedia fungsi sepeda motor mobil parkir pinggir jalan coba cek gedung kondisi kotor debu tugas jaga kondisi masyarakat takut parkir awas mohon tindak masyarakat arah parkir gedung','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan selatan mcdonalds kebo iwa selatan masuk timur jalan nangkasari padam total minggu mohon kait menindaklanjuti aman nyaman aktivitas masyarakat malam terima kasih pro denpasar jaya','Dinas Perhubungan Kota Denpasar'
'mohon dinas kait tertib kendara motor jalan meduri smpn karna pampang tanda larang masuk forbiden arah barat timur alias arah timur barat arah motor mobil lawan arus antar anak sekolah semrawut lintas','Dinas Perhubungan Kota Denpasar'
'jalur pedestrian jalan kamboja tepat tiga sma sembrawut jam siang bikin parah jemput siswa santai tunggu tiga sempit jalan tambah parkir dobel mohon tugas tugas saat jam jemput lintas macet','Dinas Perhubungan Kota Denpasar'
'mohon instansi kait tidak truk parkir parkir jalan kusuma bangsa ganggu duduk','Dinas Perhubungan Kota Denpasar'
'mohon tindaklanjuti lokasi jalan letda kajeng banjar yangbatu kangin dangri klod kasihan pasar jalan kaki jam suksma','Dinas Perhubungan Kota Denpasar'
'selamat pagi dinas kait mohon tindak lampu terang jalan mati jalan moh yamin x lampu mati bulan tindak adu tindak mohon bantu jalan gelap rawan baik terima kasih','Dinas Perhubungan Kota Denpasar'
'om swastiastu selamat pagi lampu terang jalan lokasi jalan tukad nyali sanur belah selatan tepat gang padam mohon cek baik jalan gelap terima kasih','Dinas Perhubungan Kota Denpasar'
'truk merah hijau rusak baik mohon bantu dishub tindak mohon sore jaga jalan kargo sari cargo taman l lingkung banjar umasari parkir liar','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan titik mati posisi jalan tkd jah perum puri waturenggong tepat tiang gardu pln tiang utara tiang selatan grd mohon pasang lampu terang jalan bongkar posisi belok pasang pasang','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan perum buana permai blok mati bulan pohon roboh kabel listrik pln','Dinas Perhubungan Kota Denpasar'
'mohon benah separator jalan hayam wuruk bundar akasia kondisi rapi tali sambung separator putus akibat kendara sepeda motor potong jalan','Dinas Perhubungan Kota Denpasar'
'bu sane wenang dalam tyang warga tampar jagi keluh lampu terang jalan puniki padem tolong bantu baik mohon respons','Dinas Perhubungan Kota Denpasar'
'mohon hidup lampu jalan jalan nuri i iv jalan gandapura','Dinas Perhubungan Kota Denpasar'
'mohon baik cctv rusak putar daftar titik rusak putar terima kasih','Dinas Perhubungan Kota Denpasar'
'kali belok nangka selatan traffic light suka truk bus lurus kanan kanan traffic lightnya tutup pohon reklame mohon baik','Dinas Perhubungan Kota Denpasar'
'mohon tangan kait jalan gn kalimutu poldur penuh standar jarak dekat ukur sesuai sentuh bawa kendara bonceng pakai motor kadang bikin macet bonceng turun motor lewat poldur poldur pribadi boleh mohon tindak kait','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan kebo iwa selatan gang belimbing sari no x pas  nyala','Dinas Perhubungan Kota Denpasar'
'selamat pagi prodenpasar polda bal pekak lihat deret deret mobil parkir jalan veteran bankmandiri tanda larang parkir','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan gajahmada padam titik dekat caturmuma','Dinas Perhubungan Kota Denpasar'
'mohon ditindaklanjuti lampu terang jalan jalan tukad yeh aya gang ix blok k rumah blok k banjar kelod renon padam','Dinas Perhubungan Kota Denpasar'
'mohon tertib mobil parkir pinggir jalan jalan a yani banjar tek tek peguyangan denpasar utara parkir malam pagi bahaya kendara','Dinas Perhubungan Kota Denpasar'
'lampu terang pantai matahari terbit mati upacara agama ganggu mohon perhati karna pantai malam sembahyang','Dinas Perhubungan Kota Denpasar'
'mohon tangan kait jalan gn kalimutu poldur penuh standar jarak dekat ukur sesuai sentuh kendara bonceng pakai motor kadang bikin macet bonceng turun motor lewat poldur mohon kait evaluasi poldur','Dinas Perhubungan Kota Denpasar'
